text,sentiment
I definitely liked the cat from the end of the video.,positive
Al a best,positive
​ @robloxgamerltd huhh? What!!!!,negative
This was so so sooooo FUNNY!!! HAHAHAH,positive
These AI animal videos are going to get people killed. Just FYI to anyone watching these they are not real and wild animals 95% of the time are not friendly to humans,negative
My cats don't care lol they just try to smell your finger,negative
"I hate animal abusers.  Even tormenting them into a position of stress, without laying a hand on them, is abuse.  If the cat is screaming like that, or is maniacally trying to get somewhere because of you, and you refuse to try to help them (or just leave, if that's what's needed), that's abuse.  Needless to say, I agree with you:  Hardly funny in both those.",negative
I love that rooster sees the child as part of its flock and came to wake her up,positive
"OK, ""better"" A.I.... but still, you guys REALLY need work on the ""echo effect"" with the audio... it's too ""mic'd sounding""... but the video quality's impressive on this one... still some ""blurring"" with some of the motion, but it's getting better...",positive
Crazy cause that’s how humans are supposed to be but sometime race problem and wars and stealing is all that’s happening,negative
Wow 😍 good job 👏,positive
1st bro: perplexed 2nd bro: bamboozled  5th bro: vibing but then almost drowned himself…,negative
What a precious little guy!!! ♥️♥️  Their “negotiation” was too cute!!,positive
the third cat shouting how long like help gonna intervine,positive
Nature and animals are so stunning we must protect them!!!,positive
These all got me rolling to the other side of the border of china💀,positive
Cute AI but don’t be fooled these jerks are mean,negative
This is sending a bad message to our youth about AI,negative
@obsidianbeauty76 when we die everything goes black and you no longer have consciousness death is the same thing as before you were born nothingness,negative
I love  the  baby  puppy,positive
fake arguing until the curtains unveiled that they’re working together the Whole time. 😮😅,negative
"Sweet clip, but activate the like count…",positive
I dont like how you keep putting a camera in these animals’ face!! This is awful protect them not hurt them,negative
Evil cats,negative
Funny! Yes! They are just giant kittens!,positive
Cats are amazing animals I love them so much I Have 20,positive
Awesome 👌 and love it! I love dog's especially golden retrievers and huskies!,positive
Awesome comment! ❤,positive
"We've had Molly for almost 2 years and I never regretted it for a second. Shes an amazing dog. I will probably never adopt or obtain a puppy ever again in my life. I only want to rescue old dogs like her from now on, thats how much shes changed me",positive
"we will teach the dog, so that my son might enjoy the company of a labrador and I am a pretty good doggy trainer (because I was a soon to be teacher, my only experience was that my ganny bread dogs). Guess who had the nicest, most well mannered and polite dog for over 15 years...",positive
That is the most terrifying tickle tickle I have ever heard,negative
This tutorial is worth sharing It made my day better.,positive
I am BAD cat,negative
"All my dogs are/have been rescues, the best dogs ever",positive
That poor third cat hit the floor pretty bad and you could’ve put the phone down and stopped her. Shame on u.,negative
"The 3 one is be that so sad, but I cry too",negative
That’s a nice dog,positive
"You are a saint and as for the evil person who dumped those puppies, you will be judged accordingly and you are going to pay a heavy price in the afterlife. 🤬🤬",negative
@harrietbryant7772   Yes is smart cat And beautiful Cat 😊❤       You probably kind for Community 🎉🎉🎉,positive
Thank you for your act of kindness,positive
This is Great!!!,positive
My old cat would have killed that and brought it's head home as a trophy.,negative
You should have never did that you ruined and killed a whole generation of turtles 😢😢,negative
"Youtuber: Egyptian music and cats! The Cat: “What is that noise Sharon""??",negative
I had one of these dogs.  Her name was Sage.  She was a beautiful little pit/shepherd mix.  I took her in when I was 22 years old and I love her to this day.  She passed two years ago at 17 and I still think about her all the time.  I know in my heart we will meet again.  All my love,positive
LITTLE MAN KNOW WHAT HE GOT .... !!!!! NO LOWBALLERz ....... !!!!!! 🤣😂🤣 !!!!!!,negative
AI is getting out of hand STOP THIS MADNESS!!! AI SLOP IS BAD,negative
It’s kinda wholesome and sad if you think about it that was probably someone’s dog you got the blessing of having him and they had the sadness of losing him,negative
Maverick: CAN YOU GUYS JUST GET ALONG?!?! Bauer: Wha??? Titan: Blue can you just listen?? Blue: GO FLUFF YOURSELF NO YOUN KNOW WHAT IM SLEEPING IN THE CAT BED (dumbledoor said calmly),negative
"@MikeSells-n1x if we are animals then why not just eat eachother? Waste nothing 😂😂😂 that means when you sibling dies, you have to eat them! Waste not an animal!! 😂😂😂",negative
2nd was so mad it was standing up,negative
But I need this I'm going to die,negative
I love Fable 🖤🐦‍⬛,positive
4th cat was like : Good thing I give only one chance to everyone 😂😂😂,positive
Why do people nowadays record anything no shame smh,negative
This is dangerous care. People should put up nets or other safety measuerements because this can cause serious injury and even death. Not funny to laugh on neglectful pet owners.,negative
Ha ha ha 😂🤣,positive
"I can't help but think, that that kitten next to the stairs the people deliberately scared it to see it go down the stairs. 🧐😡",negative
The fact that a person will yell “you’re going to fall!” While recording their cat falling from a very high height instead of actually grabbing the cat is infuriating,negative
The kitten sounds like it's going to meet a rabbit that is really mean,negative
Just looks bloody frightened  to me poor cat .,negative
That was funny free slap and roblox yeack me chunk me,positive
Cats are the best! I've rescued 3 dogs since I've had my cat and he has loved every single one. It amazes me!,positive
Don't feed cat food with food dye in it!! It is horrible for them!,negative
Heee heee heee.... so Lovely 😂❤,positive
The slow steady and confident push finger down move like brooo is every bit as classic as the ninja slap away.,positive
I love the whats from Ace. Reminds me of that meme,positive
They REALLY don't like to be told what to do!!!  😁,negative
what An awesome vIdeo,positive
"I thought the amount of steaks they put in front of the 2 to eat is way too much, and then, the same night they get the ""midnight munchies"" with the house dog (not the wolf) attacking a bag of kibble, as if starving ??",negative
2nd dog looks like Smile Dog,positive
"When you have a chicken in your home, going inside the house, and feel that you have a lucky assistant to help you being, a clock alarm😂🐓",positive
Most funniest cute dogs❤❤❤❤❤❤❤❤❤❤❤❤pls some one stop me from looking at this video lol😅😅😅😅😂❤❤❤❤❤❤,positive
This is great advice...take the dog and you've a best friend for life!,positive
"You should've stopped that; that poor kitten could have gotten badly injured! Number one: terrible cat owner And before I have those people saying ""if you have nothing nice to say, don't say it"" then just know you're part of the reason animals get abused. Have a ""wonderful"" day.",negative
Betrayed 😂,negative
5th cat turned into the walking dead.,negative
Cats can still get hurt falling they dont got super powers be careful  even if they got some skills beyond   most animals,negative
❤❤❤❤❤😊😊😊😊😊😊 Awesome and amazing dad taking care of this mother and her beautiful babies,positive
Best choice. lol,positive
"Hello friends, I adopted a little cat that I found crying on the street. Now it lives happily with me. Here is its channel. I hope you support it so we can make it happy and bring joy to its heart.😽🤍",positive
go watch the cutest kittens in my channel!,positive
That cat is living its best life right now LOL,positive
Best laughs I got in a very long time.The Bond between cats & dogs is unforgettable.😂,positive
And then we say that humans are cruel for cutting trees ☠️☠️☠️,negative
A cat scared of catching rats!!!!!  To the animal shelter with him!!!!!,negative
"I said LEAVE ME ALONE, you never listen do you??",negative
"It is not trading, it trusted that it was something edible, tried to crack it, couldn't and gave it back, saying, 'I trusted you, I tried, now, if it is edible, crack it open for me, and if it's not, give me something else!'",negative
I love that they both started hitting the duvet 😂,positive
We have a big tree on the property at work and every night I go and check on the beaver progress. It’s slow going. I’ve been for for 14 months and they still haven’t gotten it down. But it looks like I could go push it and it would fall over. But I don’t want to take that from them. They should get to see it fall.,positive
"ONG yes thanks you, the creators is spreading mis info that these are crows but their ravens lol",positive
These are just like my 7 year old boy and 5 year old girl play fighting all the time ❤ lol,positive
It’s actually an ancient hand gesture to signal attack towards your enemy or ward off evil .. google tarjani mudra,negative
"my dog used to lose his little mind when anyone in the house so much as thought the word “walk”, so I changed the command. Now, when I’m going to take him outside, I say we’re going on a “smoke break”. No one in my family smokes, so no one ever accidentally sets him off and gets him wired up.",negative
No. 4 is literally a Christoff Waltz level villain 😂,negative
"I really hatE people doing so cruel to dogs, they will receive the huge punishment very soon.",negative
And yet here we are exterminating and killing an extincting these animals and you see how intelligent they are. Humans are the devil we need to exterminate the human humans.,negative
I hate this video and am blocking the channel.,negative
Good morning darling ❤❤❤,positive
Yes so cute 🥰😺,positive
"Why is it as if it was the same person filming them all? All with the same laugh, right?",positive
"There is saying for a reason - ""Curiosity killed the cat""",negative
hahahahaha  This one killed me,negative
Best alarm clock period.  Nature does it best!,positive
Ha the turtle is so cute it is the best and ROBLOX YEAHHHHHH,positive
Taking a bath is so gross,negative
The amount of brain damage that cat probably received is crazy,negative
I love this doggie,positive
"All the goldens be like, ""Yeah, I know just don't be mad at me please.""",positive
In here to work out papa YOUR FIVE MINUTES LATE TIME TO DIE AHHHHHHHHHHHH,negative
Otters are crazy smart. Don’t know if I have the courage to trade my prize possession like that.,positive
😂😂😂😂😂😂😂 ❤❤❤❤ love u bluey ur crazy character please don’t make mom n dad 😢,positive
​ @aliciawardlaw I can appreciate a yummy tree,positive
Pretty much one of my favorite aspects of cats 😂.,positive
!!It's does hurts trying it !!,negative
What sweethearts. I love them all. 😂😂😂❤❤❤❤,positive
❤😂❤😂 best wake up call ever,positive
"yeah mine has 15, and still going strong, runs jumps and haves fun... all my family is gone, bue he still here i never tought pitties could last for so long",positive
Super beautiful lion🦁🦁🦁🔥👌❤️,positive
That cat is funny. I like the part where snapping turtle ha ha ha ha,positive
@TeeTee-n1t  that dog was so cute wasn’t he?????,positive
I LITTERLY JUST SAW THIS I LOVE IT OMFG HES SOOOOOO CUTEEEE 💝💝💝💝💝💝💝,positive
It's rude to point at a human so why do it to a poor cat?,negative
"this is true, going on 12 years with my best friend",positive
The kitten I'm going to die here 😅 poor thing,negative
"Your kitten can get seriously hurt, but you are so busy filming for views instead of helping... Disgusting owners...",negative
That little girl has got a rotten mouth and should not be allowed to have that kitten..it’s abusive.,negative
Best kellogs ad,positive
How many dead beavers did it take for them to get to this point,negative
"The first cat is like ""DON'T POINT AT ME LIKE THAT "" 😂😂😂",positive
that is the cutest!,positive
Nooo 3 I feel so bad,negative
"I didn't even see him.... but you are Right... He's definitely plotting on how to Destroy Not just Planet Earth 🌎 but the Entire Milky Way 🌌 and Possibly the Neighboring Star Systems as well..... and being that I wake up every day with a Disdain for Life itself, I too have plans on taking over (Not Destroying because what's a King 👑 without Subjects, Pawns ♟️ and Peasants) The World 🌎 ... So I may have to Fight this Cat 😺 ... People will side with Me Not knowing that Me and the Cat are Both Villains and to be Honest, The Cats Plan is the lesser evil of the two via you don't have to suffer under his Plan... Mine either but I'm a Flawed Human and I'm a Drop the Ball somewhere... Or Maybe I won't... I'm sure I'll do better than the Current Leadership... So Maybe the cat is the villain... We'll see!!",negative
"Call end  Apollo: Said, CALL END!  * ATTACK *",negative
I love the cat who knocks the squeaky toy out of the dog's mouth! The dog stepped on the cat's last nerve with that insufferable noise.,positive
That’s a crazy looking devil dog,negative
“just yeet me” screams of terror,negative
"This is fake, they actually turn around to see if anyone wants to attack them.",negative
This is fake and bad and awful,negative
@BlackFresh1  yes clearly inspired by American culture 😆,positive
No an electric eel isn’t worse tf,negative
Best AI😂😂😂,positive
"Why lol 😂😅🤣🤣 did the dog squeak, the toy one last time like he was trying to. Irk the cat😂.",positive
Last one: you FOOL! this isn't even my FIINAL FORM!😈,negative
Thank you for saving these sweet babies and giving them a good home,positive
The cat doing the death dive over the railing and to the lower floor has done that many times before. GUARANTEED.,negative
* what is a snapping turtle * I laugh so hard I peed my pants and after I will still laughing,positive
Perfect response Apollo! ❤,positive
"They’re so adorable 🥰,It is nice to love them like humans because they mean no harm to those who have pure heart towards them,  how are you Veronica ? Happy new year, I’m wishing you and your family all the best in good health🩵🙏 I tried making you my friend but it’s not working I guess you should try from your end by checking my description for my email and send me a email..Please I hope there’s no problem being your friend",positive
I love this otter. so smart,positive
I wonder if he has seen people trade stuff or buy stuff and figured out how we work or if he came up with the concept of trading on his own. You can tell by how white and perfectly round that rock is that he looked for a nice one. The equivalent of a high denomination bill like a $50 or a $100 probably. But he brought a nice one.,positive
"Last cat was like :""listen here buster you're going to apologise right now""",positive
Thank you so much sir ji you are great sir 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤,positive
Love it ❤,positive
Wholesome brain rot 🤮 the worst brain rot,negative
ItS cAlLeD ThE jUmP ThE cHumP sO FaR u aRe ThE ChUmP Im GoINt TO DiE hErE! 😭🙌,negative
I love them so much!,positive
IM GONNA DIE HERE hahahahahaha I’m dead it’s too funny haha😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,negative
This killed me😂😂😂😂😂,negative
He looks terrified,negative
That is just great,positive
"I'm a lifelong cat owner, and even I can openly state that cats are such jerks.",negative
😂😂😂😂😂😂 you know what you can do about this one too but it’s a good thing I don’t know how to use my phone or anything like it is a lot more than a lot more expensive than a car so 😅,positive
Felt bad for the cat 3 :(,negative
Last year we also save. But the puppy didn't survive during a medically critical condition. We tried but it's not working. I was so sad in  that time. 😢😢😢,negative
I dont like people putting their baby cats on bath sides (deliberately) for clips like this knowing what will happen.. stop being social media abusers!,negative
Laziest fight I've ever seen,negative
This is really stressed me out poor kitties,negative
"""I'M GONNA DIE HERE!"" Guys I Think The Cat Is Gonna Die",negative
"He ended the call, and then the phone. Beautiful chaos; we love guys.",positive
We need Apollo to go meet like Kitboga or Scammer Payback. I think everyone involved would have such a fun time talking to scammers- except the scammers.,positive
Wow I like how she allows and waits for Kevin's cue and  instructions .,positive
Like this comment if you loved your cats    👇,positive
Love a smiling dog ❤,positive
"I was given one years ago. She was vicious, followed me in home. Protection she was, spiritual war, snakes. I called her Queen Sheba",negative
Her name was Maven and I still think about her all the time. Changed my world. Lost her to cancer at 10 years old. Can’t even think about getting another dog.,negative
No he's saying NO MORE!,negative
I’M GOING TO DIE IN HERE!!😂,negative
"In Russia we call it the ""finger of condemnation"" - all adequate cats feel shame, all inadequate ones (which are the majority) attack 😹😹😹",negative
I dont like this at allllllll,negative
"no cat died, maybe a slight bruse.",negative
So nice thanks,positive
The dreaded snout slap. So humiliating!,negative
Poor cat who hot beat in up I'm crying right now,negative
why are pitbulls so gross,negative
Poor inside dogs they are so miserable inside the house,negative
But he has the worst bed tho,negative
The comedic timing on this is excellent,positive
"Thumbs down!   I don't find it funny when owners refuse to control their dog, making their cat live in an unhappy home.  These dogs are too large to not control.",negative
They really just want to bathroom so bad they been holding it in we just are too ignorant,negative
This is not real AI why would anyone create an artificial video That is so appallingly disgusting,negative
Feel bad for these wild spirits being prisoners at homes,negative
I hate videos like this,negative
My cat hated it too,negative
i feel this is ai by the way the guy talks and how this seems to be either an ad or a pyramid scheme for this guys course but i could be wrong,negative
Love the sound of those little feet. (Are they called feet?),positive
A couple of these were NOT funny as one if the animals was clearly in distress while their ignorant humans filmed it as if it were funny. But there were some funny ones too. People are not that bright when it comes to animals tho..,negative
That bird definitely has the right idea!  I  HATE useless phone calls!  😅😂😂,negative
Love them❤❤ 🐾🐾,positive
"I like how they only bark if they’re looking at the camera, you can tell that someone is doing some hand gesture to get them to bark",positive
Bro is ready to eat the gold fish when the humans drop it💀 oh wait it will die first because of no water lol💀☠️💀☠️💀☠️💀💀,negative
If all animals are as adorable and super smart like chico. I'm sure there would be more pets than food. ❤😅,positive
"i have my maltese we rescued at 4 yrs old, she is so happy now living the life",positive
One of the stray cats in our neighborhood was seriously injured from a ground hog.  Those ground hog teeth dig deeply.  We were able to have him rescued fortunately but it could be dangerous.  The kitty got too close to the baby groundhogs and Mama did not like that,negative
Moustache guy is gorgeous 😻,positive
Frank is my favourite!!! NO FEAR!!!,negative
"""Hello my fellow Labradors, it would be racist of us not to let the pitbulls in""",negative
"Number 4 is just ""Do you wanna have a bad time? Because if you keep pointing at me you will REALLY not like what happens next.""",negative
Nah that's impressive for a arge🟠 cat i love them,positive
The videos of the cats falling down the stairs and from high places aren’t funny.  They could be hurt or worse.,negative
LOL THE FUNNY LIKE FUNNY OF ALL FOR ME,positive
We have adopted three shelter dogs over the years and they have brought us so much joy and happiness to our lives.,positive
This is cute and funny and educational all at thr same time,positive
"As absolutely adorable, minus the scary deep tickle tickle 😳, as these are I am SOOOOO glad I'm seeing and hearing them through an electronic screen cause irl would just cause me to drop dead there on the spot 😰😰. I'm just a little 🤏... 🫸                                               🫷 bit petrified of birds 😬",negative
"I love when dogs are laying down, minding their business...and then comes the feline sibling jumping on their back for playtime 😂",positive
"This is true though. My cat isn't super affectionate, but she absolutely freaks out when I shower. She seems extremely concerned and scared that I'm in danger. She's not verbal but when I shower it's constant yelling. It's cute, but I tend to always close the door now so she won't get stressed.",negative
What was on the note and who would do that thank goodness they were saved ❤,positive
"""I'M GOING TO DIE HERE!! 😭😭""",negative
Man i would love to be woken up this way.  You cant even be mad.  It is just funny like in my cousin vinny w the train,positive
He's pretty and smart too! Ive always wanted a house chicken.,positive
4 and 5 are by far the funniest here cuz 4 was a chill guy  And  5 was getting ready to crashout,positive
It is so boring 😢 I don't like,negative
I love this so much keep making more,positive
This is beautiful. Even if it’s AI but I love it ❤,positive
He's terrified,negative
Another AI vid? The door opens before the hand is even on the handle lol.,positive
my cat brings me dead mouses,negative
"they werent worshiped; they were revered. they were cherished due to the fact that egyptians kept a lot of grain. rodents are a problem when it comes to grain storage; cats are a welcome solution. they may have appreciated and loved their ""barn cats"", but they didnt worship them.  also a quick history lesson: ancient egypt, anatolia, the levant and north africa were all ""white"" before arab expansionism. so, do with that what you will.",positive
"they will mimic prey and predator sounds to hunt or just mess with other animals.  I've watched them do it.  hunting mice, or messing with other animals so they run in fear. its wild",negative
So glad you used punctuation :D,positive
"Yeah, a responsible owner would step in during atleast half of these clips. I would never allow my cat or dog to harass each other, and they would be seperated if I was away.   I know of dogs that have killed their ""cat friend"" and a cat that killed the chihuahua it grew up with. It is not funny.",negative
"If you needed an animal as a guide for the blind, something that guards you, seeks our drugs and explosives, sniffs out and rescues those in a perilous situation, etc, then who'd be the hero? Certainly not some lazy fleabag of a cat. And no, I don't hate cats.",positive
"In Ireland, they are one of the sacred animals of An Morrigan who oversees war and death amongst her other domains. As such, they can be seen as bad omens.",negative
I DON'T think its funny! Seems dangerous for a tiny kitten!,negative
AI is killing YouTube,negative
My dog hates walks. So freaking weird.,negative
Your dogs are so funny and cute,positive
The worst is when you have two; these wretches only shut up when they realize everyone is already standing up.,negative
"Bobcat!!?? That is a FULL GROWN LION AND HIS LIONESS, MY FRIEND !❤",positive
"Otter said ""Nah thats you champ"" lol",positive
That's not Egyptian music and that cat looks confused and traumatized 🤣🤣🤣,negative
My cat loves to watch me play my guitar. I play her stuff like this in double harmonic minor and she becomes entranced. They really do remember.,positive
"Not just the rock, but the whole precious interaction is worth at least a bucket of fish",positive
It would hurt so bad to chew away at a tree,negative
This is so beautiful ❤️😍,positive
The siamese that fell probably got hurt bad.,negative
"My dog cannot be trusted to go on walks. Instead, he trains to be a shinobi and makes assassination attempts on me.",negative
That's hilarious!! Thank you!!!!,positive
Amy Lee sounds great,positive
Animals being hurt is not funny.,negative
Evil snapping turtle,negative
1st. Was the best 😂😂😂❤,positive
This is fake. Beavers stop to listen for potential danger near them,negative
First t dude needed a neck guard because his cat was doing the crazy moves so much he hurt his neck just watching,negative
Killed an entire tree! .. ..,negative
Sweetheart you seem to not know what a furry is because this isn't it,positive
We all know you must be the rudest person in the world to point at a defenseless cat try it with a human your own size😮😮😮,negative
@robertwatts4941 odd that you see the mischaracterization of a piece of music by a content creator a failure by the platform.,negative
I feel so bad about the cat. It must be sad. Cat falling from roof,negative
"Love the cats, hate seeing the beautiful houses I will never afford...",positive
That’s because cats are evil and associate pointing with the casting of spells and curses. 🤷🏻‍♂️,negative
Innovative and fresh!,positive
He's planning something evil he just doesn't know that yet,negative
"Everyone talking about Ragnar's ""Tickle, tickle"" being scary, and I'm just over here, thinking, ""Awwww, Rags!  <3""  For those that don't know, his human dad's name is Nick Crawford, and he and his wife take care of multiple corvids, and they are just wonderful people!  <3",positive
Mujhe. Bhi cat chaheye yrr 😭 but free me 👉🏻👈🏻😁😭😭 koi dila do plz,positive
Love it,positive
I’m 19 and my buddy was getting ride of a golden retriever I took him in and he’s been the best thing ever the happiest boy and puts a smile on my face every day❤,positive
Wheres the job application so I can get the chance to see *sea lions and other cute sea creatures? Also no offense to the dude who sung this song but that's not the SpongeBob I grew up with  Tom Kenny voiced the new SpongeBob movie but I thought it was a different person because he sounds different from what I remember so now I just feel dumb,negative
the can and di it all the time. remember people tense up when falling cats have relax hormones and there loose when landing  but also has pain tolerances,negative
"The birds in these videos are ravens, crows can’t speak But yes crows are still amazing animals",positive
Poor doggy looks so scared,negative
"Dusty, you are the greatest!",positive
Worlds smartest Birb I love them,positive
Everything on this app is fake now END AI,negative
Poor cat looks terrified 😆,negative
Wow is right!,positive
"Number two is betrayed, the bird wanted kiss kiss, give him kiss kiss you monster",positive
I love the sounds of slurping the water 💦 😂,positive
"Appreciate the comedy, please leave the voice overs to Tony Baker.",positive
Papa is so beautiful and so is baby. I hope someone rescued him.❤❤❤❤❤❤❤❤,positive
Mine couldn't care less xd,negative
I dont like this bad ai bad editing bad music stop making videos these are bad,negative
No its this you are soo dumb!,negative
Having animals and carpeted floors is completely disgusting!,negative
That is priceless. I love otters. They're more intelligent than we give them credit for. 😎💪👍,positive
GIVE THAT BIRDY A KISS KISS NOW 👇⏱️,positive
This is the dumbest cat he doesn't know he can get people can see fruit that glass that is in how does heat increase invisible how is the dumbest cat ever meant,negative
I almost had a heart attack watching this video. Poor babies!!!! 😮,negative
Its kinda sad that the son  is saying PLEASE and IM GOING TO DIE at the end😂 😂😂😂😂😢😢😢,negative
1 subscribe please please please please ❣️❣️❣️❣️,positive
He felt betrayed 😂😂,negative
Number 3 had me dead laughing😂,negative
Best thing ever stated. Do get this dog,positive
Oh seal is so cutee sweeties my son loves SpongeBob I don’t know what this dance is though??😅,positive
"Clear case of discrimination on the basis of breed. Mr. Blue, I will gladly represent you.",positive
"""Stop using me to confuse scam callers!!""",negative
ai but i love took them home again,positive
This wasn’t nice of the cat,negative
NONONONONO NOT AGAIN STOP,negative
So cute and clever to,positive
The TERROR OF THE TREES!,negative
I don't even like cats (im actually terrified of them) 😂 and this stressed me all the way out! Thank you to the one who slithered down slowly! 🙌🏽😂😂,negative
NO NO NOT AGAIN!!,negative
"Well, it looks like you have a smart cat congratulations and so cute",positive
"With number three, it literally defined the definition of insanity. The definition of insanity trying the same thing over and over and expecting a different consequence",negative
"@rociovelasco3140 Exactly but instead, dumb humans think that everything is a joke🙄😤",negative
free schlep got me vere good 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,positive
It's amazing how these people care more about catching  their cat falling on camera than they do preventing the cat from falling,positive
I love these little guys...,positive
"Nala is still my favourite of all time, close second for the dead doggy ❤",negative
Probably trying to figure out who is hurt because of all the screaming.,negative
"So sweet!... but please tell me where you're bathing suit is from, it looks amazing on you. 😊",positive
The editing is clear and easy to follow It deserves more views.,positive
"""i TRUST YOU CAUSE YOUR WEARING CROCS""😂😂",positive
Sick if that bully would've grabbed him,negative
@LindoCalrissian123 dogs are always kind cats act tough but when dog gets serious it ends bad for a cat cause i had one so i know,negative
The idea is outstanding I will come back to watch it again.,positive
Great yall have your dogs on a sleep schedule and i cant even get my boys on one 🤣,positive
Lol freeschlep part is hilarious #Freeschlep,positive
Some of these genuinely scared me they got hurt,negative
People who intentionally let their dogs hurt their cats are actually disgusting people,negative
Absolutely adorable 🐔☀️ You did a wonderful job 👍🏻,positive
(A)ww they are so cute! (I) love it!❤❤,positive
"We had a female dalmatian/shar pei mix. I grew to hate her thoroughly. My husband as well. We both had dogs our entire life and all of our marriage. This female though? First female and first Dalmatian Shar-Pei mix. We will never do it again. Not only was she hard-headed, but we had to come up with a four-part locking system for the fence just to get her to stop opening it up. She was untrainable. When my husband took her back to the humane society, they said it was her 4th return. She needs someone special. We weren't it. Sorry. Not sorry.  I LOVE dogs in general. Smart. Loyal. Intuitive. Happy. That dog had the intellect. Period. That was back in 1999. We've had dogs since then that  have passed away from old age. We had them since they were puppies. That's always been the plan.  My current dog is a pitbull. Got her at 8 weeks old last July. I've never had a pitbull before. She's not only smart, she's very intuitive. Very loyal. Very friendly. Very trainable - like all of our dogs except the one female dalmatian mix. 🤷🏾‍♀️",positive
Oh my Milo I’ll always love him got him the month I moved out on my 19th birthday,positive
That was a tortoise. Not a turtle. And you probably just killed it. They don’t swim. If you don’t know your turtles slash tortoises you are probably doin more harm than good and should leave them alone.,negative
Why does he look so scary in the first clip?,negative
😅😅😅😅😅I love these dogs..they are so hilarious,positive
I first thought this was real but then I used my brain unlike the people in this comment section this is AI!!!! BAD BAD BAD,negative
"Believe it or not, sea lions are quite intelligent. At some aquariums or zoos, they will teach them how to dance and solve puzzles for shows (as shown in the video). The US Navy even has a program where they train these guys to detect mines underwater (Marine Mammal Program). Truly the puppies of the sea, lol.",positive
Crows are so awesome 👍😎❤,positive
"Shame... Why do you jail those animals??? What did those poor animals to be in prison??? They have nothing to do with you, they belong to the freedom. What vanity rolls through you veins???????",negative
Dogs are monsters that will eat your babies and steal your soul and sell your cheese to the devil. I know from personal experience.,negative
i love  the  bat  cat,positive
A cat's brain is 90% like the human brain! Amazing & sadly underrated animals!,positive
"Your extension of the finger is a threat to them. They think it's your ""claw"" and in their society. That's a no no useless like the last one and it really like you. ""No human we don't do that thing""",negative
My cat does think the shower is gonna hurt me. The first time she saw it she attacked the water and it attacked her back by not stopping the spraying,negative
The mission was not real until the  door was slide open 😂😂😂,negative
No I don’t take used dogs it’s like a used car that I wouldn’t want but still gotta make payments on I’m all good on that F off,positive
"Can't be the only one who sees the little animated cat running with the length of the video at the bottom, looks like pusheen😂 its cute.",positive
Hahaha just like an octopus they'll squeeze themselves inside tight stuff.,positive
"Yeah, I didn't think it was that funny because unlike the stereotype the cat could easily fall and break its legs doing that.",positive
I'M GOING TO DIE HERE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,negative
That is animal abuse This video could get demonetized.Pinterest for abuse towards animalsThis video could get demonetized. For abuse towards animals.,negative
You are so beautiful to save those pups and Mom ❤❤❤❤ you  will be so revorted with so much unconditional love ❣️❣️❣️ ❣️❤❤❤❤,positive
Heading the hairless cats hits each other thwap thwap was so funny lol I never thought about that.,positive
"Same as my little nutty one!!! full of bluffs, and fake bullying!😂😂😂",negative
Corvids are the best. I have a whole crew of them that follow me on my daily dog walking. They appreciate it when I throw a treat to my dog and she doesn't see it. The crows definitely see them.,positive
I love it!,positive
The death of this chicken is gonna be painful 😂,negative
I know it's a I but if it was real I would be heartbroken,negative
The editing is worth sharing I really appreciate the effort.,positive
"Pulled up into my driveway one might. Counted 7 heads, not six. A possum had apparently made friends with the rest of the crew. Wish we could all do the same.",positive
Why does my hot dog the bit me in my butt and then my dog was crying and he died at the ball and he,negative
🎉❤ All natural 😁 super ❤🌎 prayer hindu and jeasus and Allah ❤🎉,positive
"this one is a funny one  , love it",positive
The way you present is really helpful I did not expect it to be this good.,positive
I wish my cats liked water,positive
Love it.,positive
kiss kiss kkkkkk hahashahsssha,positive
"It seems you are a kind person, plz do visit and support my channel   Gaplu Cats",positive
Inhumane treatment. No freedom. Imprisoned. Looking malnourished  sick very weak. What for all this. Captivity.,negative
We won't have all the amazing species that are integral to our ecosystem much longer if Trump has anything to do with it!  He repealed all the Environmental Protection Agency's pollution rules to lower costs to corporations.  Complying with EPA rules cuts into the companies' profit margins!    Human life was assessed to have zero value when they estimated potential harm & costs of allowing such egregious pollution. Profits > human life!,positive
The dog i was offered in my 20s was the best rhodesian ridgeback in the world,positive
No the poor pandaaa,negative
the 3rd one makes me sad. why is she so desperate? 😞,negative
Is this ai? How can those cuties be so smart?,positive
"Everyone thinks this is cute, but the reason why the dogs are so amped up is because they are not getting anywhere near the amount of exercise they need. They are super excited because they are desperate to get out of the house and get some exercise.",positive
His cute little tongue sticking out at the end. It’s so cute.,positive
That poor kitten was scared down the stairs 😢,negative
Bro schlep just got ip banned thats why amd roblox lost 100B money,negative
"Any other reaction is mental illness (unless you’re experiencing a loss, and my heart is with you).",negative
